Tanggal,Variant_Suspect,Day,ID_CUM_POSITIVE,ID_CUM_HOSPITALIZED,ID_CUM_CURED,ID_CUM_DEATH,JKT_CUM_POSITIVE,JKT_CUM_HOSPITALIZED,JKT_CUM_CURED,JKT_CUM_DEATH,JKT_CUM_SELFISOLATION,JKT_CUM_ACTIVEPOSITIVE,ID_DAILY_POSITIVE,ID_DAILY_HOSPITALIZED,ID_DAILY_CURED,ID_DAILY_DEATH,JKT_DAILY_DEATH,JKT_DAILY_CURED,JKT_DAILY_ISOLATION,JKT_DAILY_HOSPITALIZED,JKT_DAILY_POSITIVE,JKT_DAILY_ACTIVEPOSITIVE,JKT_DAILY_BURIAL,JKT_CUM_BURIAL,JKT_DAILY_TESTSPECIMENT,JKT_DAILY_POSTEST,PoF_Positive,JKT_DAILY_NEGTEST,JKT_DAILY_POSTRATE,PoF_PostRate,JKT_CONS_VALUE,CoF_HSE
01/03/2020,Alpha-Beta-Gamma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,39,0,,39,0,1,0,1
02/03/2020,Alpha-Beta-Gamma,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,136,286,3,0,,3,0,1,0,1
03/03/2020,Alpha-Beta-Gamma,3,2,2,0,0,3,2,0,1,0,2,0,0,0,0,1,0,0,2,3,2,135,421,15,3,,12,0.2,2,10,1
04/03/2020,Alpha-Beta-Gamma,4,2,2,0,0,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,116,537,7,0,,7,0,1,0,1
05/03/2020,Alpha-Beta-Gamma,5,2,2,0,0,7,4,0,3,0,4,0,0,0,0,2,0,0,2,4,2,124,661,5,0,,5,0,1,14,1
06/03/2020,Alpha-Beta-Gamma,6,4,4,0,0,7,4,0,3,0,4,2,2,0,0,0,0,0,0,0,0,158,819,26,0,,26,0,1,0,1
07/03/2020,Alpha-Beta-Gamma,7,4,4,0,0,7,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,144,963,56,1,,55,0.017857143,1,0,1
08/03/2020,Alpha-Beta-Gamma,8,6,6,0,0,7,4,0,3,0,4,2,2,0,0,0,0,0,0,0,0,106,1069,73,27,,46,0.369863014,3,0,1
09/03/2020,Alpha-Beta-Gamma,9,19,19,0,0,34,31,0,3,0,31,13,13,0,0,0,0,0,27,27,27,145,1214,52,2,,50,0.038461538,1,81,1
10/03/2020,Alpha-Beta-Gamma,10,27,25,2,0,34,31,0,3,0,31,8,6,2,0,0,0,0,0,0,0,146,1360,48,26,,22,0.541666667,3,0,1
11/03/2020,Alpha-Beta-Gamma,11,34,31,2,1,36,33,0,3,0,33,7,6,0,1,0,0,0,2,2,2,148,1508,56,10,,46,0.178571429,2,6,1
12/03/2020,Alpha-Beta-Gamma,12,34,31,2,1,62,57,0,5,0,57,0,0,0,0,2,0,0,24,26,24,154,1662,30,7,,23,0.233333333,2,80,1
13/03/2020,Alpha-Beta-Gamma,13,69,63,2,4,72,65,0,7,0,65,35,32,0,3,2,0,0,8,10,8,124,1786,44,16,,28,0.363636364,3,32,1
14/03/2020,Alpha-Beta-Gamma,14,96,83,8,5,79,70,0,9,0,70,27,20,6,1,2,0,0,5,7,5,162,1948,41,2,,39,0.048780488,1,23,1
15/03/2020,Alpha-Beta-Gamma,15,117,104,8,5,95,84,0,11,0,84,21,21,0,0,2,0,0,14,16,14,119,2067,47,25,,22,0.531914894,3,50,1
16/03/2020,Alpha-Beta-Gamma,16,134,121,8,5,97,78,0,12,7,85,17,17,0,0,1,0,7,-6,2,1,128,2195,104,38,,66,0.365384615,3,-7,1
17/03/2020,Alpha-Beta-Gamma,17,172,158,9,5,122,83,0,12,27,110,38,37,1,0,0,0,20,5,25,25,135,2330,132,51,,81,0.386363636,3,35,1
18/03/2020,Alpha-Beta-Gamma,18,227,197,11,19,160,91,12,15,42,133,55,39,2,14,3,12,15,8,38,23,122,2452,154,13,,141,0.084415584,1,63,1
19/03/2020,Alpha-Beta-Gamma,19,309,269,15,25,210,121,13,19,57,178,82,72,4,6,4,1,15,30,50,45,108,2560,118,44,,74,0.372881356,3,122,1
20/03/2020,Alpha-Beta-Gamma,20,369,320,17,32,224,125,13,20,66,191,60,51,2,7,1,0,9,4,14,13,138,2698,501,39,,462,0.077844311,1,25,1
21/03/2020,Alpha-Beta-Gamma,21,450,392,20,38,268,157,17,23,71,228,81,72,3,6,3,4,5,32,44,37,118,2816,1097,49,,1048,0.044667274,1,117,1
22/03/2020,Alpha-Beta-Gamma,22,514,437,29,48,304,177,21,29,77,254,64,45,9,10,6,4,6,20,36,26,150,2966,378,71,,307,0.187830688,2,94,1
23/03/2020,Alpha-Beta-Gamma,23,579,500,30,49,355,225,22,29,79,304,65,63,1,1,0,1,2,48,51,50,151,3117,347,45,,302,0.129682997,2,147,2
24/03/2020,Alpha-Beta-Gamma,24,686,601,30,55,426,260,23,34,109,369,107,101,0,6,5,1,30,35,71,65,119,3236,196,43,,153,0.219387755,2,156,2
25/03/2020,Alpha-Beta-Gamma,25,790,701,31,58,472,290,27,43,112,402,104,100,1,3,9,4,3,30,46,33,160,3396,248,51,,197,0.205645161,2,133,2
26/03/2020,Alpha-Beta-Gamma,26,893,780,35,78,515,324,29,49,113,437,103,79,4,20,6,2,1,34,43,35,117,3513,199,37,,162,0.185929648,2,129,1
27/03/2020,Alpha-Beta-Gamma,27,1046,913,46,87,566,346,31,57,132,478,153,133,11,9,8,2,19,22,51,41,150,3663,359,98,,261,0.272980501,3,119,1
28/03/2020,Alpha-Beta-Gamma,28,1155,994,59,102,603,364,43,62,134,498,109,81,13,15,5,12,2,18,37,20,141,3804,127,26,,101,0.204724409,2,88,1
29/03/2020,Alpha-Beta-Gamma,29,1285,1107,64,114,701,435,48,67,151,586,130,113,5,12,5,5,17,71,98,88,153,3957,217,14,,203,0.064516129,1,255,2
30/03/2020,Alpha-Beta-Gamma,30,1414,1217,75,122,727,449,49,78,151,600,129,110,11,8,11,1,0,14,26,14,140,4097,300,75,,225,0.25,3,87,1
31/03/2020,Alpha-Beta-Gamma,31,1528,1311,81,136,741,451,49,84,157,608,114,94,6,14,6,0,6,2,14,8,148,4245,164,93,,71,0.567073171,3,36,1
01/04/2020,Alpha-Beta-Gamma,32,1677,1417,103,157,816,499,51,90,176,675,149,106,22,21,6,2,19,48,75,67,171,4416,455,81,,374,0.178021978,2,189,2
02/04/2020,Alpha-Beta-Gamma,33,1790,1508,112,170,909,565,54,95,195,760,113,91,9,13,5,3,19,66,93,85,178,4594,908,81,,827,0.089207048,1,240,2
03/04/2020,Alpha-Beta-Gamma,34,1986,1671,134,181,990,627,56,98,209,836,196,163,22,11,3,2,14,62,81,76,143,4737,1470,80,,1390,0.054421769,1,214,2
04/04/2020,Alpha-Beta-Gamma,35,2092,1751,150,191,1071,691,58,99,223,914,106,80,16,10,1,2,14,64,81,78,151,4888,1218,148,,1070,0.121510673,2,212,2
05/04/2020,Alpha-Beta-Gamma,36,2273,1911,164,198,1151,685,64,123,279,964,181,160,14,7,24,6,56,-6,80,50,160,5048,812,144,,668,0.177339901,2,140,2
06/04/2020,Alpha-Beta-Gamma,37,2491,2090,192,209,1299,783,68,131,317,1100,218,179,28,11,8,4,38,98,148,136,179,5227,877,109,,768,0.124287343,2,368,2
07/04/2020,Alpha-Beta-Gamma,38,2738,2313,204,221,1443,895,69,141,338,1233,247,223,12,12,10,1,21,112,144,133,159,5386,988,167,,821,0.16902834,2,398,2
08/04/2020,Alpha-Beta-Gamma,39,2956,2494,222,240,1552,976,75,144,357,1333,218,181,18,19,3,6,19,81,109,100,157,5543,1003,91,,912,0.090727817,2,280,2
09/04/2020,Alpha-Beta-Gamma,40,3293,2761,252,280,1719,1077,82,155,405,1482,337,267,30,40,11,7,48,101,167,149,134,5677,1304,93,,1211,0.071319018,1,402,2
10/04/2020,Alpha-Beta-Gamma,41,3512,2924,282,306,1810,1139,82,156,433,1572,219,163,30,26,1,0,28,62,91,90,152,5829,916,179,,737,0.195414847,2,218,2
11/04/2020,Alpha-Beta-Gamma,42,3842,3229,286,327,1903,1152,142,168,441,1593,330,305,4,21,12,60,8,13,93,21,148,5977,844,160,,684,0.18957346,2,155,2
12/04/2020,Alpha-Beta-Gamma,43,4241,3509,359,373,2082,1277,142,195,468,1745,399,280,73,46,27,0,27,125,179,152,147,6124,840,107,,733,0.127380952,2,510,2
13/04/2020,Alpha-Beta-Gamma,44,4557,3778,380,399,2242,1370,142,209,521,1891,316,269,21,26,14,0,53,93,160,146,173,6297,1114,98,,1016,0.087971275,1,388,2
14/04/2020,Alpha-Beta-Gamma,45,4839,3954,426,459,2349,1385,163,243,558,1943,282,176,46,60,34,21,37,15,107,52,167,6464,981,223,,758,0.227319062,2,239,2
15/04/2020,Alpha-Beta-Gamma,46,5136,4221,446,469,2447,1424,164,246,613,2037,297,267,20,10,3,1,55,39,98,94,143,6607,888,153,,735,0.172297297,2,185,2
16/04/2020,Alpha-Beta-Gamma,47,5516,4472,548,496,2670,1601,202,248,619,2220,380,251,102,27,2,38,6,177,223,183,172,6779,1214,79,,1135,0.065074135,1,583,2
17/04/2020,Alpha-Beta-Gamma,48,5923,4796,607,520,2823,1727,203,250,643,2370,407,324,59,24,2,1,24,126,153,150,145,6924,1123,131,,992,0.116651825,2,411,2
18/04/2020,Alpha-Beta-Gamma,49,6248,5082,631,535,2902,1769,206,257,670,2439,325,286,24,15,7,3,27,42,79,69,144,7068,1248,79,,1169,0.063301282,1,184,2
19/04/2020,Alpha-Beta-Gamma,50,6575,5307,686,582,3033,1839,207,292,695,2534,327,225,55,47,35,1,25,70,131,95,136,7204,1606,167,,1439,0.103985056,2,376,2
20/04/2020,Alpha-Beta-Gamma,51,6760,5423,747,590,3112,1826,237,297,752,2578,185,116,61,8,5,30,57,-13,79,44,163,7367,1599,120,,1479,0.075046904,1,68,1
21/04/2020,Alpha-Beta-Gamma,52,7135,5677,842,616,3279,1935,286,305,753,2688,375,254,95,26,8,49,1,109,167,110,153,7520,1552,107,,1445,0.068943299,1,409,2
22/04/2020,Alpha-Beta-Gamma,53,7418,5870,913,635,3399,1985,291,308,815,2800,283,193,71,19,3,5,62,50,120,112,179,7699,1714,99,,1615,0.057759627,1,229,2
23/04/2020,Alpha-Beta-Gamma,54,7775,6168,960,647,3506,2010,292,316,888,2898,357,298,47,12,8,1,73,25,107,98,169,7868,1599,76,,1523,0.047529706,1,181,2
24/04/2020,Alpha-Beta-Gamma,55,8211,6520,1002,689,3605,1988,327,331,959,2947,436,352,42,42,15,35,71,-22,99,49,149,8017,1278,65,,1213,0.05086072,1,100,1
25/04/2020,Alpha-Beta-Gamma,56,8607,6845,1042,720,3681,1947,334,350,1050,2997,396,325,40,31,19,7,91,-41,76,50,186,8203,803,86,,717,0.107098381,2,51,1
26/04/2020,Alpha-Beta-Gamma,57,8882,7032,1107,743,3746,1952,338,357,1099,3051,275,187,65,23,7,4,49,5,65,54,155,8358,1434,118,,1316,0.082287308,1,96,1
27/04/2020,Alpha-Beta-Gamma,58,9096,7180,1151,765,3832,1950,338,375,1169,3119,214,148,44,22,18,0,70,-2,86,68,140,8498,1904,83,,1821,0.043592437,1,136,2
28/04/2020,Alpha-Beta-Gamma,59,9511,7484,1254,773,3950,2024,341,379,1206,3230,415,304,103,8,4,3,37,74,118,111,124,8622,2276,105,,2171,0.046133568,1,278,2
29/04/2020,Alpha-Beta-Gamma,60,9771,7596,1391,784,4033,2002,412,381,1238,3240,260,112,137,11,2,71,32,-22,83,10,110,8732,2339,145,,2194,0.061992304,1,45,1
30/04/2020,Alpha-Beta-Gamma,61,10118,7804,1522,792,4138,2073,412,381,1272,3345,347,208,131,8,0,0,34,71,105,105,125,8857,2496,72,,2424,0.028846154,1,247,2
01/05/2020,Alpha-Beta-Gamma,62,10551,8160,1591,800,4283,2151,427,393,1312,3463,433,356,69,8,12,15,40,78,145,118,125,8982,2211,62,,2149,0.02804161,1,337,2
02/05/2020,Alpha-Beta-Gamma,63,10843,8347,1665,831,4355,2089,562,400,1304,3393,292,187,74,31,7,135,-8,-62,72,-70,149,9131,1127,55,,1072,0.04880213,1,-31,1
03/05/2020,Alpha-Beta-Gamma,64,11192,8471,1876,845,4417,2062,622,410,1323,3385,349,124,211,14,10,60,19,-27,62,-8,129,9260,2594,169,,2425,0.065150347,1,38,1
04/05/2020,Alpha-Beta-Gamma,65,11587,8769,1954,864,4472,2080,650,412,1330,3410,395,298,78,19,2,28,7,18,55,25,162,9422,2520,68,,2452,0.026984127,1,97,1
05/05/2020,Alpha-Beta-Gamma,66,12071,9002,2197,872,4641,2146,711,414,1370,3516,484,233,243,8,2,61,40,66,169,106,145,9567,2985,66,,2919,0.022110553,1,307,2
06/05/2020,Alpha-Beta-Gamma,67,12438,9226,2317,895,4709,2195,713,420,1381,3576,367,224,120,23,6,2,11,49,68,60,132,9699,1733,126,,1607,0.07270629,1,184,2
07/05/2020,Alpha-Beta-Gamma,68,12776,9465,2381,930,4775,2196,718,430,1431,3627,338,239,64,35,10,5,50,1,66,51,139,9838,2500,57,,2443,0.0228,1,98,1
08/05/2020,Alpha-Beta-Gamma,69,13112,9675,2494,943,4901,2281,763,431,1426,3707,336,210,113,13,1,45,-5,85,126,80,160,9998,2629,182,,2447,0.069227843,1,299,2
09/05/2020,Alpha-Beta-Gamma,70,13645,10079,2607,959,4958,2312,767,437,1442,3754,533,404,113,16,6,4,16,31,57,47,139,10137,1490,55,,1435,0.036912752,1,137,2
10/05/2020,Alpha-Beta-Gamma,71,14032,10361,2698,973,5140,2360,803,444,1533,3893,387,282,91,14,7,36,91,48,182,139,152,10289,2575,108,,2467,0.041941748,1,299,2
11/05/2020,Alpha-Beta-Gamma,72,14265,10393,2881,991,5195,2258,836,453,1648,3906,233,32,183,18,9,33,115,-102,55,13,112,10401,3119,134,,2985,0.042962488,1,-122,1
12/05/2020,Alpha-Beta-Gamma,73,14749,10679,3063,1007,5303,1843,1262,457,1741,3584,484,286,182,16,4,426,93,-415,108,-322,139,10540,2601,180,,2421,0.069204152,1,-710,1
13/05/2020,Alpha-Beta-Gamma,74,15438,11123,3287,1028,5437,1833,1277,461,1866,3699,689,444,224,21,4,15,125,-10,134,115,165,10705,2500,62,,2438,0.0248,1,126,1
14/05/2020,Alpha-Beta-Gamma,75,16006,11445,3518,1043,5617,1877,1279,466,1995,3872,568,322,231,15,5,2,129,44,180,173,147,10852,2433,116,,2317,0.047677764,1,283,2
15/05/2020,Alpha-Beta-Gamma,76,16496,11617,3803,1076,5679,1900,1286,474,2019,3919,490,172,285,33,8,7,24,23,62,47,154,11006,2006,127,,1879,0.06331007,1,132,2
16/05/2020,Alpha-Beta-Gamma,77,17025,12025,3911,1089,5795,1908,1292,475,2120,4028,529,408,108,13,1,6,101,8,116,109,164,11170,1673,88,,1585,0.05260012,1,135,2
17/05/2020,Alpha-Beta-Gamma,78,17514,12237,4129,1148,5922,1932,1295,478,2217,4149,489,212,218,59,3,3,97,24,127,121,171,11341,2194,43,,2151,0.019598906,1,184,2
18/05/2020,Alpha-Beta-Gamma,79,18010,12495,4324,1191,5996,1946,1301,483,2266,4212,496,258,195,43,5,6,49,14,74,63,128,11469,2530,97,,2433,0.038339921,1,117,1
19/05/2020,Alpha-Beta-Gamma,80,18496,12808,4467,1221,6053,1936,1417,487,2213,4149,486,313,143,30,4,116,-53,-10,57,-63,144,11613,2457,72,,2385,0.029304029,1,49,1
20/05/2020,Alpha-Beta-Gamma,81,19189,13372,4575,1242,6150,1969,1425,493,2263,4232,693,564,108,21,6,8,50,33,97,83,138,11751,1907,97,,1810,0.050865233,1,181,2
21/05/2020,Alpha-Beta-Gamma,82,20162,14046,4838,1278,6220,1955,1536,498,2231,4186,973,674,263,36,5,111,-32,-14,70,-46,139,11890,3214,127,,3087,0.039514624,1,57,1
22/05/2020,Alpha-Beta-Gamma,83,20796,14413,5057,1326,6316,1975,1558,501,2282,4257,634,367,219,48,3,22,51,20,96,71,119,12009,1764,118,,1646,0.066893424,1,145,2
23/05/2020,Alpha-Beta-Gamma,84,21745,15145,5249,1351,6443,2006,1587,504,2346,4352,949,732,192,25,3,29,64,31,127,95,132,12141,871,67,,804,0.076923077,1,198,2
24/05/2020,Alpha-Beta-Gamma,85,22271,15497,5402,1372,6561,2031,1594,505,2431,4462,526,352,153,21,1,7,85,25,118,110,126,12267,1321,93,,1228,0.070401211,1,171,2
25/05/2020,Alpha-Beta-Gamma,86,22750,15717,5642,1391,6628,2044,1648,506,2430,4474,479,220,240,19,1,54,-1,13,67,12,165,12432,1972,105,,1867,0.053245436,1,96,1
26/05/2020,Alpha-Beta-Gamma,87,23165,15870,5877,1418,6689,2044,1678,508,2459,4503,415,153,235,27,2,30,29,0,61,29,166,12598,2271,103,,2168,0.045354469,1,67,1
27/05/2020,Alpha-Beta-Gamma,88,23851,16321,6057,1473,6826,2034,1698,510,2584,4618,686,451,180,55,2,20,125,-10,137,115,154,12752,2768,124,,2644,0.044797688,1,123,1
28/05/2020,Alpha-Beta-Gamma,89,24538,16802,6240,1496,6929,2055,1719,514,2641,4696,687,481,183,23,4,21,57,21,103,78,147,12899,2392,100,,2292,0.04180602,1,157,2
29/05/2020,Alpha-Beta-Gamma,90,25216,17204,6492,1520,7053,2007,1807,517,2722,4729,678,402,252,24,3,88,81,-48,124,33,155,13054,2808,119,,2689,0.042378917,1,37,1
30/05/2020,Alpha-Beta-Gamma,91,25773,17185,7015,1573,7151,1848,2003,519,2781,4629,557,-19,523,53,2,196,59,-159,98,-100,132,13186,1858,111,,1747,0.059741658,1,-214,1
31/05/2020,Alpha-Beta-Gamma,92,26473,17552,7308,1613,7272,1823,2102,520,2827,4650,700,367,293,40,1,99,46,-25,121,21,126,13312,1789,73,,1716,0.040804919,1,74,1
01/06/2020,Alpha-Beta-Gamma,93,26940,17662,7637,1641,7383,1794,2246,521,2822,4616,467,110,329,28,1,144,-5,-29,111,-34,126,13438,2371,101,,2270,0.04259806,1,56,1
02/06/2020,Alpha-Beta-Gamma,94,27549,17951,7935,1663,7459,1743,2405,525,2786,4529,609,289,298,22,4,159,-36,-51,76,-87,138,13576,3422,62,,3360,0.01811806,1,-14,1
03/06/2020,Alpha-Beta-Gamma,95,28233,18129,8406,1698,7539,1699,2534,529,2777,4476,684,178,471,35,4,129,-9,-44,80,-53,145,13721,2738,83,,2655,0.030314098,1,4,1
04/06/2020,Alpha-Beta-Gamma,96,28818,18205,8892,1721,7600,1670,2607,530,2793,4463,585,76,486,23,1,73,16,-29,61,-13,138,13859,2864,102,,2762,0.035614525,1,6,1
05/06/2020,Alpha-Beta-Gamma,97,29521,18308,9443,1770,7684,1633,2751,532,2768,4401,703,103,551,49,2,144,-25,-37,84,-62,125,13984,3334,160,,3174,0.047990402,1,16,1
06/06/2020,Alpha-Beta-Gamma,98,30514,18806,9907,1801,7786,1635,2840,535,2776,4411,993,498,464,31,3,89,8,2,102,10,149,14133,1808,96,,1712,0.053097345,1,115,1
07/06/2020,Alpha-Beta-Gamma,99,31186,18837,10498,1851,7946,1445,3170,537,2794,4239,672,31,591,50,2,330,18,-190,160,-172,127,14260,2798,194,,2604,0.069335239,1,-214,1
08/06/2020,Alpha-Beta-Gamma,100,32033,19246,10904,1883,8037,1448,3205,538,2846,4294,847,409,406,32,1,35,52,3,91,55,131,14391,3590,187,,3403,0.052089136,1,100,1
09/06/2020,Alpha-Beta-Gamma,101,33076,19739,11414,1923,8276,1442,3369,547,2918,4360,1043,493,510,40,9,164,72,-6,239,66,127,14518,4064,129,,3935,0.031742126,1,254,2
10/06/2020,Alpha-Beta-Gamma,102,34316,20228,12129,1959,8423,1427,3517,551,2928,4355,1240,489,715,36,4,148,10,-15,147,-5,132,14650,2827,76,,2751,0.026883622,1,129,1
11/06/2020,Alpha-Beta-Gamma,103,35295,20659,12636,2000,8552,1446,3664,555,2887,4333,979,431,507,41,4,147,-41,19,129,-22,116,14766,3411,120,,3291,0.035180299,1,179,2
12/06/2020,Alpha-Beta-Gamma,104,36406,21145,13213,2048,8628,1424,3780,561,2863,4287,1111,486,577,48,6,116,-24,-22,76,-46,133,14899,4955,115,,4840,0.02320888,1,50,1
13/06/2020,Alpha-Beta-Gamma,105,37420,21553,13776,2091,8748,1419,3840,564,2925,4344,1014,408,563,43,3,60,62,-5,120,57,126,15025,1851,105,,1746,0.056726094,1,119,1
14/06/2020,Alpha-Beta-Gamma,106,38277,21612,14531,2134,8863,1368,4091,571,2833,4201,857,59,755,43,7,251,-92,-51,115,-143,129,15154,4605,94,,4511,0.020412595,1,34,1
15/06/2020,Alpha-Beta-Gamma,107,39294,21973,15123,2198,8968,1390,4198,580,2800,4190,1017,361,592,64,9,107,-33,22,105,-11,145,15299,4702,147,,4555,0.031263292,1,176,2
16/06/2020,Alpha-Beta-Gamma,108,40400,22466,15703,2231,9092,1416,4329,583,2764,4180,1106,493,580,33,3,131,-36,26,124,-10,145,15444,4740,176,,4564,0.037130802,1,185,2
17/06/2020,Alpha-Beta-Gamma,109,41431,22912,16243,2276,9209,1402,4444,588,2775,4177,1031,446,540,45,5,115,11,-14,117,-3,150,15594,4260,140,,4120,0.03286385,1,104,1
18/06/2020,Alpha-Beta-Gamma,110,42762,23625,16798,2339,9385,1377,4592,594,2822,4199,1331,713,555,63,6,148,47,-25,176,22,135,15729,4794,178,,4616,0.037129746,1,144,2
19/06/2020,Alpha-Beta-Gamma,111,43803,24081,17349,2373,9525,1382,4682,599,2862,4244,1041,456,551,34,5,90,40,5,140,45,119,15848,3258,132,,3126,0.040515654,1,165,2
20/06/2020,Alpha-Beta-Gamma,112,45029,24717,17883,2429,9703,1340,4821,603,2939,4279,1226,636,534,56,4,139,77,-42,178,35,125,15973,2806,132,,2674,0.047042053,1,106,1
21/06/2020,Alpha-Beta-Gamma,113,45891,25022,18404,2465,9830,1287,5054,615,2874,4161,862,305,521,36,12,233,-65,-53,127,-118,120,16093,3627,171,,3456,0.047146402,1,57,1
22/06/2020,Alpha-Beta-Gamma,114,46845,25610,18735,2500,9957,1310,5128,618,2901,4211,954,588,331,35,3,74,27,23,127,50,124,16217,5986,159,,5827,0.026561978,1,182,2
23/06/2020,Alpha-Beta-Gamma,115,47896,26120,19241,2535,10123,1319,5228,619,2957,4276,1051,510,506,35,1,100,56,9,166,65,123,16340,5142,195,,4947,0.037922987,1,187,2
24/06/2020,Alpha-Beta-Gamma,116,49009,26778,19658,2573,10277,1349,5322,628,2978,4327,1113,658,417,38,9,94,21,30,154,51,129,16469,5444,168,,5276,0.030859662,1,241,2
25/06/2020,Alpha-Beta-Gamma,117,50187,27118,20449,2620,10472,1338,5435,631,3068,4406,1178,340,791,47,3,113,90,-11,195,79,125,16594,5295,213,,5082,0.040226629,1,182,2
26/06/2020,Alpha-Beta-Gamma,118,51427,27411,21333,2683,10640,1330,5542,632,3136,4466,1240,293,884,63,1,107,68,-8,168,60,148,16742,4440,148,,4292,0.033333333,1,155,2
27/06/2020,Alpha-Beta-Gamma,119,52812,28183,21909,2720,10853,1355,5610,632,3256,4611,1385,772,576,37,0,68,120,25,213,145,144,16886,2434,95,,2339,0.039030403,1,263,2
28/06/2020,Alpha-Beta-Gamma,120,54010,28320,22936,2754,10985,1322,5865,635,3163,4485,1198,137,1027,34,3,255,-93,-33,132,-126,128,17014,4598,198,,4400,0.043062201,1,75,1
29/06/2020,Alpha-Beta-Gamma,121,55092,28487,23800,2805,11080,1027,6118,636,3299,4326,1082,167,864,51,1,253,136,-295,95,-159,126,17140,4618,204,,4414,0.044174968,1,-492,1
30/06/2020,Alpha-Beta-Gamma,122,56385,28703,24806,2876,11276,951,6512,641,3172,4123,1293,216,1006,71,5,394,-127,-76,196,-203,147,17287,4257,198,,4059,0.046511628,1,59,1
01/07/2020,Alpha-Beta-Gamma,123,57770,29241,25595,2934,11482,889,6680,644,3269,4158,1385,538,789,58,3,168,97,-62,206,35,139,17426,4255,144,,4111,0.033842538,1,91,1
02/07/2020,Alpha-Beta-Gamma,124,59394,29740,26667,2987,11677,804,6871,646,3356,4160,1624,499,1072,53,2,191,87,-85,195,2,122,17548,5955,215,,5740,0.036104114,1,31,1
03/07/2020,Alpha-Beta-Gamma,125,60695,30091,27568,3036,11824,736,7109,648,3331,4067,1301,351,901,49,2,238,-25,-68,147,-93,117,17665,4305,256,,4049,0.059465738,1,17,1
04/07/2020,Alpha-Beta-Gamma,126,62142,30834,28219,3089,12039,646,7377,650,3366,4012,1447,743,651,53,2,268,35,-90,215,-55,142,17807,3092,231,,2861,0.074708926,1,41,1
05/07/2020,Alpha-Beta-Gamma,127,63749,31473,29105,3171,12295,584,7663,658,3390,3974,1607,639,886,82,8,286,24,-62,256,-38,116,17923,4441,199,,4242,0.044809728,1,156,2
06/07/2020,Alpha-Beta-Gamma,128,64958,31798,29919,3241,12526,495,8033,658,3340,3835,1209,325,814,70,0,370,-50,-89,231,-139,127,18050,5473,308,,5165,0.056276265,1,53,1
07/07/2020,Alpha-Beta-Gamma,129,66226,32132,30785,3309,12725,405,8277,664,3379,3784,1268,334,866,68,6,244,39,-90,199,-51,112,18162,6486,293,,6193,0.045174221,1,37,1
08/07/2020,Alpha-Beta-Gamma,130,68079,33135,31585,3359,13069,417,8429,667,3556,3973,1853,1003,800,50,3,152,177,12,344,189,145,18307,6423,236,,6187,0.036742955,1,377,2
09/07/2020,Alpha-Beta-Gamma,131,70736,34668,32651,3417,13359,451,8647,677,3584,4035,2657,1533,1066,58,10,218,28,34,290,62,126,18433,6584,359,,6225,0.054526124,1,388,2
10/07/2020,Alpha-Beta-Gamma,132,72347,35349,33529,3469,13598,476,8825,684,3613,4089,1611,681,878,52,7,178,29,25,239,54,118,18551,5690,404,,5286,0.071001757,1,310,2
11/07/2020,Alpha-Beta-Gamma,133,74018,35764,34719,3535,13957,495,9040,690,3732,4227,1671,415,1190,66,6,215,119,19,359,138,146,18697,4102,279,,3823,0.068015602,1,415,2
12/07/2020,Alpha-Beta-Gamma,134,75699,36455,35638,3606,14361,554,9200,702,3905,4459,1681,691,919,71,12,160,173,59,404,232,139,18836,5998,275,,5723,0.045848616,1,558,2
13/07/2020,Alpha-Beta-Gamma,135,76981,36636,36689,3656,14639,597,9408,710,3924,4521,1282,181,1051,50,8,208,19,43,278,62,132,18968,5414,258,,5156,0.04765423,1,388,2
14/07/2020,Alpha-Beta-Gamma,136,78572,37226,37636,3710,14914,619,9528,714,4053,4672,1591,590,947,54,4,120,129,22,275,151,146,19114,6405,304,,6101,0.04746292,1,331,2
15/07/2020,Alpha-Beta-Gamma,137,80094,37247,39050,3797,15173,691,9721,720,4041,4732,1522,21,1414,87,6,193,-12,72,259,60,137,19251,6448,231,,6217,0.035825062,1,421,2
16/07/2020,Alpha-Beta-Gamma,138,81668,37450,40345,3873,15466,777,9857,722,4110,4887,1574,203,1295,76,2,136,69,86,293,155,111,19362,9056,331,,8725,0.036550353,1,471,2
17/07/2020,Alpha-Beta-Gamma,139,83130,37339,41834,3957,15707,826,9994,731,4156,4982,1462,-111,1489,84,9,137,46,49,241,95,131,19493,6781,312,,6469,0.046010913,1,366,2
18/07/2020,Alpha-Beta-Gamma,140,84882,37598,43268,4016,16038,892,10117,740,4289,5181,1752,259,1434,59,9,123,133,66,331,199,150,19643,3655,361,,3294,0.09876881,2,490,2
19/07/2020,Alpha-Beta-Gamma,141,86521,36977,45401,4143,16351,923,10444,748,4236,5159,1639,-621,2133,127,8,327,-53,31,313,-22,123,19766,6088,441,,5647,0.072437582,1,399,2
20/07/2020,Alpha-Beta-Gamma,142,88214,36998,46977,4239,16712,1026,10602,749,4335,5361,1693,21,1576,96,1,158,99,103,361,202,151,19917,8081,382,,7699,0.047271377,1,570,2
