Tanggal,Variant_Suspect,Day,ID_DAILY_POSITIVE,ID_DAILY_HOSPITALIZED,ID_DAILY_CURED,ID_DAILY_DEATH,JKT_DAILY_DEATH,JKT_DAILY_CURED,JKT_DAILY_ISOLATION,JKT_DAILY_HOSPITALIZED,JKT_DAILY_POSITIVE,JKT_DAILY_TESTSPECIMENT,JKT_DAILY_POSTEST,JKT_DAILY_POSTRATE,JKT_CONS_VALUE,CoF_HSE,PoF_Spec_X_PostRate,Risk,Risk_Criteria
31/01/2022,Omicron,66,10185,6878,3290,17,27,1042,3732,461,5262,45516,12196,0.268,6265,3,3,9,HIGH
1/2/2022,Omicron,67,16021,12753,3240,28,12,1665,3502,1209,6388,58272,17336,0.298,8842,3,3,9,HIGH
2/2/2022,Omicron,68,17895,12760,5110,25,11,4028,4521,572,9132,67648,21881,0.323,10309,3,3,9,HIGH
3/2/2022,Omicron,69,27197,21166,5993,38,24,4367,4864,1062,10317,70587,22158,0.314,12513,3,3,9,HIGH
4/2/2022,Omicron,70,32211,24979,7190,42,25,5798,5474,1882,13179,73666,28220,0.383,17018,3,3,9,HIGH
5/2/2022,Omicron,71,33729,23214,10471,44,29,8194,2887,1664,12774,62788,21938,0.349,16189,3,3,9,HIGH
6/2/2022,Omicron,72,36057,25431,10569,57,27,8386,5985,1427,15825,57810,20132,0.348,18760,3,3,9,HIGH
7/2/2022,Omicron,73,26121,17462,8577,82,38,5328,6429,887,12682,69953,27874,0.398,14570,3,3,9,HIGH
8/2/2022,Omicron,74,37492,26701,10708,83,40,5150,3918,1709,10817,53535,20373,0.381,14355,3,3,9,HIGH
9/2/2022,Omicron,75,46843,32762,14016,65,17,13217,190,929,14353,86663,33810,0.39,16262,3,3,9,HIGH
10/2/2022,Omicron,76,40618,22362,18182,74,22,5448,4325,1295,11090,62604,25131,0.401,13746,3,3,9,HIGH
11/2/2022,Omicron,77,40489,24622,15767,100,39,15979,-5791,480,10707,77427,30508,0.394,11784,3,3,9,HIGH
12/2/2022,Omicron,78,55209,22532,32570,107,39,15545,-2440,-727,12417,59921,22800,0.381,11080,3,3,9,HIGH
13/02/2022,Omicron,79,44526,17499,26916,111,43,15050,-4623,-298,10172,58236,22109,0.38,9705,3,3,9,HIGH
14/02/2022,Omicron,80,36501,23018,13338,145,53,96,8153,1973,10275,74938,29060,0.388,14380,3,3,9,HIGH
15/02/2022,Omicron,81,57049,30168,26747,134,50,9091,466,-125,9482,81880,31866,0.389,9382,3,3,9,HIGH
16/02/2022,Omicron,82,64718,39165,25386,167,56,7352,4011,969,12388,77504,28622,0.369,14494,3,3,9,HIGH
17/02/2022,Omicron,83,63956,24678,39072,206,64,16657,-6600,-1585,8536,65665,21918,0.334,5558,3,3,9,HIGH
18/02/2022,Omicron,84,59635,26515,32904,216,46,11694,8017,-1156,8189,61848,19011,0.307,6015,3,3,9,HIGH
19/02/2022,Omicron,85,59384,24527,34699,158,25,11175,-1185,-562,9453,50722,13463,0.265,8404,3,3,9,HIGH
20/02/2022,Omicron,86,48484,15448,32873,163,32,11979,-3806,-69,8136,51431,14580,0.283,8094,3,3,9,HIGH
21/02/2022,Omicron,87,34418,-5687,39929,176,24,11866,-5701,-831,5358,65301,19341,0.296,3768,3,3,9,HIGH
22/02/2022,Omicron,88,57491,18760,38474,257,33,8688,-3465,-48,5208,52020,15598,0.3,5211,3,3,9,HIGH
